0,0
0.00E+00,1.20E-01
2.00E-07,2.96E-01
4.00E-07,3.04E-01
6.00E-07,4.00E-01
8.00E-07,4.08E-01
1.00E-06,4.72E-01
1.20E-06,4.80E-01
1.40E-06,5.04E-01
1.60E-06,5.04E-01
1.80E-06,5.12E-01
2.00E-06,5.12E-01
2.20E-06,5.20E-01
2.40E-06,5.12E-01
2.60E-06,5.28E-01
2.80E-06,5.28E-01
3.00E-06,5.20E-01
3.20E-06,5.20E-01
3.40E-06,5.28E-01
3.60E-06,5.20E-01
3.80E-06,5.28E-01
4.00E-06,5.20E-01
4.20E-06,5.28E-01
4.40E-06,5.20E-01
4.60E-06,5.28E-01
4.80E-06,5.20E-01
5.00E-06,5.28E-01
5.20E-06,5.20E-01
5.40E-06,5.28E-01
5.60E-06,5.20E-01
5.80E-06,5.28E-01
6.00E-06,5.20E-01
6.20E-06,5.28E-01
6.40E-06,5.28E-01
6.60E-06,5.12E-01
6.80E-06,5.12E-01
7.00E-06,5.20E-01
7.20E-06,5.20E-01
7.40E-06,5.28E-01
7.60E-06,5.20E-01
7.80E-06,5.20E-01
8.00E-06,5.20E-01
8.20E-06,5.12E-01
8.40E-06,5.20E-01
8.60E-06,5.20E-01
8.80E-06,5.20E-01
9.00E-06,5.28E-01
9.20E-06,5.20E-01
9.40E-06,5.20E-01
9.60E-06,5.20E-01
9.80E-06,5.12E-01
1.00E-05,5.20E-01
1.02E-05,5.20E-01
1.04E-05,5.20E-01
1.06E-05,5.12E-01
1.08E-05,5.20E-01
1.10E-05,5.12E-01
1.12E-05,5.12E-01
1.14E-05,5.20E-01
1.16E-05,5.12E-01
1.18E-05,5.20E-01
1.20E-05,5.20E-01
1.22E-05,5.12E-01
1.24E-05,5.28E-01
1.26E-05,5.12E-01
1.28E-05,5.20E-01
1.30E-05,5.12E-01
1.32E-05,5.12E-01
1.34E-05,5.20E-01
1.36E-05,5.20E-01
1.38E-05,5.20E-01
1.40E-05,5.20E-01
1.42E-05,5.12E-01
1.44E-05,5.20E-01
1.46E-05,5.12E-01
1.48E-05,5.12E-01
1.50E-05,4.56E-01
1.52E-05,4.48E-01
1.54E-05,2.72E-01
1.56E-05,2.48E-01
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
